contractSymbol;Last Trade Date (EDT);strike;lastPrice;bid;ask;change;percentChange;volume;openInterest;impliedVolatility;inTheMoney;type;expiration;days_to_exp;moneyness;IVPDF;258.02
AAPL260618C00105000;09/10/2025 10:55;105;126.45;155.3;156.85;0;0.00%;5;199;72.86%;TRUE;call;18/06/2026;256;0.406945198;1.287710627;
AAPL260618C00110000;9/19/2025 12:17 PM;110;137.03;149.85;152.05;0;0.00%;1;189;68.84%;TRUE;call;18/06/2026;256;0.426323541;1.282011393;
AAPL260618C00115000;9/22/2025 11:57 AM;115;145;144.7;147.25;0;0.00%;1;231;65.81%;TRUE;call;18/06/2026;256;0.445701884;1.266261893;
AAPL260618C00120000;9/19/2025 2:16 PM;120;130;140.8;142.9;0;0.00%;4;424;66.94%;TRUE;call;18/06/2026;256;0.465080226;1.198223083;
AAPL260618C00125000;9/22/2025 1:31 PM;125;133.59;135.3;137.9;0;0.00%;4;171;62.79%;TRUE;call;18/06/2026;256;0.484458569;1.197787922;
AAPL260618C00130000;10/02/2025 11:25;130;130.64;130.5;133.3;0;0.00%;1;324;61.15%;TRUE;call;18/06/2026;256;0.503836912;1.166435238;
AAPL260618C00135000;10/02/2025 11:54;135;126.42;125.5;128.25;0;0.00%;5;568;58.22%;TRUE;call;18/06/2026;256;0.523215255;1.153205839;
AAPL260618C00140000;9/25/2025 9:51 AM;140;118.51;121.75;123.6;0;0.00%;8;416;58.43%;TRUE;call;18/06/2026;256;0.542593597;1.098167603;
AAPL260618C00145000;9/30/2025 3:36 PM;145;113.9;117.3;118.9;0;0.00%;1;223;57.10%;TRUE;call;18/06/2026;256;0.56197194;1.064375948;
AAPL260618C00150000;9/29/2025 11:28 AM;150;108.52;112.6;113.9;0;0.00%;2;876;54.87%;TRUE;call;18/06/2026;256;0.581350283;1.042525385;
AAPL260618C00155000;9/29/2025 10:41 AM;155;104.3;107.85;109.25;0;0.00%;10;517;53.13%;TRUE;call;18/06/2026;256;0.600728626;1.014594485;
AAPL260618C00160000;9/29/2025 11:55 AM;160;103.62;101.75;104.15;4.62;4.67%;3;1,092;52.20%;TRUE;call;18/06/2026;256;0.620106968;0.976223425;
AAPL260618C00165000;10/02/2025 10:46;165;97.75;98.5;100.15;0;0.00%;1;643;50.08%;TRUE;call;18/06/2026;256;0.639485311;0.953374457;
AAPL260618C00170000;10/03/2025 14:05;170;94;94;94.65;0.5;0.53%;13;2,135;48.36%;TRUE;call;18/06/2026;256;0.658863654;0.925302352;
AAPL260618C00175000;9/30/2025 3:00 PM;175;86.15;88.05;90.75;0;0.00%;1;474;48.42%;TRUE;call;18/06/2026;256;0.678241997;0.874371827;
AAPL260618C00180000;10/03/2025 15:16;180;85.2;84.9;85.55;0;0.00%;14;2,396;45.45%;TRUE;call;18/06/2026;256;0.69762034;0.861584968;
AAPL260618C00185000;10/03/2025 13:04;185;80.15;80.45;81.05;-0.3;-0.37%;7;1,048;44.04%;TRUE;call;18/06/2026;256;0.716998682;0.828652928;
AAPL260618C00190000;10/02/2025 13:33;190;76.35;75.9;76.6;0.52;0.69%;5;5,230;42.69%;TRUE;call;18/06/2026;256;0.736377025;0.794486386;
AAPL260618C00195000;10/03/2025 14:42;195;72.34;71.6;72.05;0.76;1.06%;4;2,816;41.09%;TRUE;call;18/06/2026;256;0.755755368;0.762900183;
AAPL260618C00200000;10/03/2025 15:46;200;67.5;67.35;67.75;0.34;0.51%;44;7,138;39.91%;TRUE;call;18/06/2026;256;0.775133711;0.725296365;
AAPL260618C00205000;10/03/2025 14:49;205;63.86;63.15;63.55;0.79;1.25%;19;4,038;38.83%;TRUE;call;18/06/2026;256;0.794512053;0.685781765;
AAPL260618C00210000;10/03/2025 14:48;210;59.62;59;59.35;0.31;0.52%;96;5,929;37.66%;TRUE;call;18/06/2026;256;0.813890396;0.646521162;
AAPL260618C00215000;10/03/2025 15:52;215;54.85;54.95;55.3;-0.45;-0.81%;21;4,006;36.64%;TRUE;call;18/06/2026;256;0.833268739;0.604662066;
AAPL260618C00220000;10/03/2025 14:47;220;51.65;51;51.35;1.05;2.08%;33;6,504;35.66%;TRUE;call;18/06/2026;256;0.852647082;0.561453772;
AAPL260618C00225000;10/03/2025 15:08;225;47.37;47.15;47.5;0.14;0.30%;33;3,854;34.72%;TRUE;call;18/06/2026;256;0.872025424;0.516852822;
AAPL260618C00230000;10/03/2025 15:34;230;43.61;43.45;43.8;0.15;0.35%;58;13,011;33.87%;TRUE;call;18/06/2026;256;0.891403767;0.470423958;
AAPL260618C00235000;10/03/2025 15:08;235;40.03;39.9;40.2;-0.32;-0.79%;282;6,671;33.02%;TRUE;call;18/06/2026;256;0.91078211;0.42293221;
AAPL260618C00240000;10/03/2025 15:07;240;36.74;36.45;36.75;0.17;0.46%;87;6,508;32.23%;TRUE;call;18/06/2026;256;0.930160453;0.373896938;
AAPL260618C00245000;10/03/2025 15:43;245;33.3;33.15;33.35;-0.05;-0.15%;77;2,882;31.36%;TRUE;call;18/06/2026;256;0.949538795;0.324025606;
AAPL260618C00250000;10/03/2025 15:51;250;29.98;30;30.2;-0.04;-0.13%;641;19,270;30.65%;TRUE;call;18/06/2026;256;0.968917138;0.2721127;
AAPL260618C00255000;10/03/2025 15:07;255;27.1;27.05;27.25;0.09;0.33%;84;3,255;30.01%;TRUE;call;18/06/2026;256;0.988295481;0.218855676;
AAPL260618C00260000;10/03/2025 15:59;260;24.3;24.25;24.4;0.1;0.41%;300;6,565;29.33%;FALSE;call;18/06/2026;256;1.007673824;0.16444524;
AAPL260618C00265000;10/03/2025 14:24;265;21.75;21.65;21.8;-0.02;-0.09%;55;5,241;28.78%;FALSE;call;18/06/2026;256;1.027052166;0.108899276;
AAPL260618C00270000;10/03/2025 15:54;270;19.15;19.2;19.4;-0.1;-0.52%;39;10,304;28.28%;FALSE;call;18/06/2026;256;1.046430509;0.052509159;
AAPL260618C00275000;10/03/2025 14:21;275;17.1;17;17.15;-0.05;-0.29%;57;3,890;27.77%;FALSE;call;18/06/2026;256;1.065808852;-0.004884412;
AAPL260618C00280000;10/03/2025 11:07;280;14.84;14.95;15.15;-0.26;-1.72%;51;10,951;27.38%;FALSE;call;18/06/2026;256;1.085187195;-0.062372686;
AAPL260618C00285000;10/03/2025 14:02;285;13.1;13.1;13.3;-0.34;-2.53%;69;2,984;26.98%;FALSE;call;18/06/2026;256;1.104565538;-0.120603024;
AAPL260618C00290000;10/03/2025 14:18;290;11.47;11.45;11.65;-0.07;-0.61%;162;3,410;26.65%;FALSE;call;18/06/2026;256;1.12394388;-0.178698358;
AAPL260618C00300000;10/03/2025 15:53;300;8.69;8.7;8.85;-0.06;-0.69%;351;13,637;26.09%;FALSE;call;18/06/2026;256;1.162700566;-0.294676877;
AAPL260618C00310000;10/03/2025 15:54;310;6.6;6.6;6.65;-0.01;-0.15%;1,062;5,227;25.66%;FALSE;call;18/06/2026;256;1.201457251;-0.409175284;
AAPL260618C00320000;10/03/2025 14:24;320;4.97;4.85;5;0.05;1.02%;86;4,120;25.42%;FALSE;call;18/06/2026;256;1.240213937;-0.519048702;
AAPL260618C00330000;10/03/2025 10:19;330;3.65;3.65;3.75;-0.15;-3.95%;3;2,440;25.27%;FALSE;call;18/06/2026;256;1.278970622;-0.624990237;
AAPL260618C00340000;10/03/2025 12:22;340;2.86;2.74;2.8;0.06;2.14%;74;9,194;25.17%;FALSE;call;18/06/2026;256;1.317727308;-0.72738721;
AAPL260618C00350000;10/03/2025 13:53;350;2.04;2.03;2.1;-0.07;-3.32%;45;1,991;25.15%;FALSE;call;18/06/2026;256;1.356483993;-0.824605881;
AAPL260618C00360000;10/03/2025 15:39;360;1.55;1.52;1.58;-0.07;-4.32%;18;1,749;25.19%;FALSE;call;18/06/2026;256;1.395240679;-0.916716219;
AAPL260618C00370000;10/03/2025 10:58;370;1.2;1.14;1.2;0.11;10.09%;2;361;25.29%;FALSE;call;18/06/2026;256;1.433997365;-1.003233432;
AAPL260618C00380000;10/03/2025 13:25;380;0.9;0.85;0.91;0.03;3.45%;7;572;25.39%;FALSE;call;18/06/2026;256;1.47275405;-1.086656675;
AAPL260618C00390000;10/03/2025 15:37;390;0.67;0.65;0.7;-0.03;-4.29%;58;4,997;25.56%;FALSE;call;18/06/2026;256;1.511510736;-1.163540204;
AAPL260618P00005000;10/03/2025 13:24;5;0.01;0;0.23;0;0.00%;1;4,500;194.53%;FALSE;put;18/06/2026;256;0.019378343;2.284182152;
AAPL260618P00010000;09/09/2025 09:57;10;0.01;0;0.3;0;0.00%;1;34;160.74%;FALSE;put;18/06/2026;256;0.038756686;2.18387416;
AAPL260618P00015000;09/08/2025 13:28;15;0.03;0;0.3;0;0.00%;2;81;138.67%;FALSE;put;18/06/2026;256;0.058135028;2.146621321;
AAPL260618P00020000;09/09/2025 15:14;20;0.01;0;0.3;0;0.00%;10;56;123.83%;FALSE;put;18/06/2026;256;0.077513371;2.116921902;
AAPL260618P00025000;10/03/2025 10:44;25;0.02;0;0.23;0.01;100.00%;1;5,758;108.98%;FALSE;put;18/06/2026;256;0.096891714;2.140731979;
AAPL260618P00030000;10/03/2025 13:24;30;0.01;0;0.03;-0.02;-66.67%;1;452;82.81%;FALSE;put;18/06/2026;256;0.116270057;2.45485682;
AAPL260618P00035000;09/08/2025 10:07;35;0.01;0;0.04;-0.03;-75.00%;1;1,634;78.13%;FALSE;put;18/06/2026;256;0.135648399;2.408355937;
AAPL260618P00040000;10/02/2025 14:09;40;0.03;0;0.04;0.02;200.00%;1;91;73.44%;FALSE;put;18/06/2026;256;0.155026742;2.381456196;
AAPL260618P00045000;10/03/2025 13:23;45;0.01;0;0.05;-0.03;-75.00%;1;2,481;69.92%;FALSE;put;18/06/2026;256;0.174405085;2.339073894;
AAPL260618P00050000;10/01/2025 14:16;50;0.05;0.01;0.05;0;0.00%;1;2,473;66.80%;FALSE;put;18/06/2026;256;0.193783428;2.297478569;
AAPL260618P00055000;10/02/2025 14:08;55;0.04;0;0.06;0.03;300.00%;1;1,569;62.89%;FALSE;put;18/06/2026;256;0.21316177;2.289716348;
AAPL260618P00060000;9/29/2025 11:10 AM;60;0.02;0.01;0.07;0;0.00%;1;87;60.94%;FALSE;put;18/06/2026;256;0.232540113;2.231770964;
AAPL260618P00065000;10/03/2025 15:21;65;0.03;0.03;0.08;-0.03;-50.00%;2;73;59.57%;FALSE;put;18/06/2026;256;0.251918456;2.16242909;
AAPL260618P00070000;08/08/2025 09:30;70;0.1;0.05;0.1;0;0.00%;3;74;58.20%;FALSE;put;18/06/2026;256;0.271296799;2.098551883;
AAPL260618P00075000;8/28/2025 9:30 AM;75;0.1;0.07;0.12;0;0.00%;3;116;56.64%;FALSE;put;18/06/2026;256;0.290675141;2.045049651;
AAPL260618P00080000;10/03/2025 10:17;80;0.12;0.1;0.13;0.02;20.00%;3;618;54.98%;FALSE;put;18/06/2026;256;0.310053484;1.998590583;
AAPL260618P00085000;9/26/2025 9:59 AM;85;0.14;0.1;0.15;0;0.00%;5;930;52.73%;FALSE;put;18/06/2026;256;0.329431827;1.974086636;
AAPL260618P00090000;8/27/2025 3:56 PM;90;0.21;0.14;0.19;0;0.00%;1;665;51.81%;FALSE;put;18/06/2026;256;0.34881017;1.911296856;
AAPL260618P00095000;9/23/2025 11:40 AM;95;0.19;0.16;0.21;0;0.00%;8;714;50.00%;FALSE;put;18/06/2026;256;0.368188513;1.87910194;
AAPL260618P00100000;10/03/2025 13:05;100;0.24;0.19;0.24;0;0.00%;212;1,834;49.17%;FALSE;put;18/06/2026;256;0.387566855;1.818542006;
AAPL260618P00105000;10/03/2025 15:48;105;0.26;0.22;0.28;-0.02;-7.14%;2;1,511;47.75%;FALSE;put;18/06/2026;256;0.406945198;1.778585872;
AAPL260618P00110000;9/26/2025 3:44 PM;110;0.32;0.27;0.32;0;0.00%;5;1,971;46.29%;FALSE;put;18/06/2026;256;0.426323541;1.741808604;
AAPL260618P00115000;9/15/2025 10:49 AM;115;0.45;0.32;0.37;0;0.00%;250;1,440;44.97%;FALSE;put;18/06/2026;256;0.445701884;1.7022865;
AAPL260618P00120000;10/01/2025 10:37;120;0.42;0.41;0.43;0;0.00%;1;2,398;43.75%;FALSE;put;18/06/2026;256;0.465080226;1.66102163;
AAPL260618P00125000;10/03/2025 11:43;125;0.49;0.45;0.5;-0.04;-7.55%;4;1,627;42.60%;FALSE;put;18/06/2026;256;0.484458569;1.618763755;
AAPL260618P00130000;10/03/2025 09:30;130;0.62;0.53;0.58;0.03;5.08%;1;1,400;41.48%;FALSE;put;18/06/2026;256;0.503836912;1.576618957;
AAPL260618P00135000;10/02/2025 11:33;135;0.64;0.62;0.67;0;0.00%;2;1,434;40.38%;FALSE;put;18/06/2026;256;0.523215255;1.534746465;
AAPL260618P00140000;10/02/2025 11:35;140;0.75;0.73;0.78;0;0.00%;1;3,420;39.38%;FALSE;put;18/06/2026;256;0.542593597;1.490430207;
AAPL260618P00145000;10/01/2025 15:49;145;0.9;0.86;0.9;0;0.00%;5;1,747;38.36%;FALSE;put;18/06/2026;256;0.56197194;1.447379435;
AAPL260618P00150000;10/03/2025 15:58;150;1.02;1;1.05;-0.03;-2.86%;34;11,676;37.45%;FALSE;put;18/06/2026;256;0.581350283;1.401327786;
AAPL260618P00155000;10/03/2025 14:01;155;1.18;1.15;1.21;-0.01;-0.84%;52;3,713;36.49%;FALSE;put;18/06/2026;256;0.600728626;1.35722715;
AAPL260618P00160000;10/03/2025 15:16;160;1.37;1.34;1.41;0.01;0.74%;183;10,806;35.66%;FALSE;put;18/06/2026;256;0.620106968;1.309324224;
AAPL260618P00165000;10/03/2025 14:01;165;1.58;1.56;1.63;0.03;1.94%;84;6,339;34.80%;FALSE;put;18/06/2026;256;0.639485311;1.262514948;
AAPL260618P00170000;10/03/2025 14:22;170;1.84;1.83;1.88;0;0.00%;60;7,291;33.95%;FALSE;put;18/06/2026;256;0.658863654;1.215429036;
AAPL260618P00175000;10/03/2025 14:50;175;2.1;2.11;2.17;-0.07;-3.23%;5;5,553;33.14%;FALSE;put;18/06/2026;256;0.678241997;1.167067469;
AAPL260618P00180000;10/03/2025 12:34;180;2.38;2.44;2.5;-0.09;-3.64%;17;5,225;32.35%;FALSE;put;18/06/2026;256;0.69762034;1.117943229;
AAPL260618P00185000;10/03/2025 15:42;185;2.86;2.8;2.87;0.02;0.70%;37;7,420;31.56%;FALSE;put;18/06/2026;256;0.716998682;1.068524154;
AAPL260618P00190000;10/03/2025 15:42;190;3.3;3.25;3.35;0.02;0.61%;112;9,702;30.95%;FALSE;put;18/06/2026;256;0.736377025;1.01380543;
AAPL260618P00195000;10/03/2025 15:42;195;3.8;3.7;3.8;0.01;0.26%;55;11,268;30.10%;FALSE;put;18/06/2026;256;0.755755368;0.965100585;
AAPL260618P00200000;10/03/2025 15:42;200;4.35;4.25;4.4;-0.05;-1.14%;97;7,659;29.48%;FALSE;put;18/06/2026;256;0.775133711;0.909795779;
AAPL260618P00205000;10/03/2025 15:42;205;5;4.9;5.05;-0.05;-0.99%;12;3,655;28.81%;FALSE;put;18/06/2026;256;0.794512053;0.85519537;
AAPL260618P00210000;10/03/2025 15:42;210;5.75;5.65;5.75;0;0.00%;76;7,614;28.08%;FALSE;put;18/06/2026;256;0.813890396;0.801215873;
AAPL260618P00215000;10/03/2025 15:54;215;6.6;6.45;6.6;0;0.00%;274;2,504;27.48%;FALSE;put;18/06/2026;256;0.833268739;0.743437521;
AAPL260618P00220000;10/03/2025 15:42;220;7.5;7.35;7.5;0.01;0.13%;84;5,229;26.78%;FALSE;put;18/06/2026;256;0.852647082;0.686812684;
AAPL260618P00225000;10/03/2025 15:42;225;8.55;8.4;8.55;-0.1;-1.16%;18;2,505;26.16%;FALSE;put;18/06/2026;256;0.872025424;0.627463643;
AAPL260618P00230000;10/03/2025 15:42;230;9.7;9.6;9.75;-0.1;-1.02%;42;5,787;25.59%;FALSE;put;18/06/2026;256;0.891403767;0.566126991;
AAPL260618P00235000;10/03/2025 15:01;235;10.86;10.9;11.05;-0.14;-1.27%;78;2,962;24.96%;FALSE;put;18/06/2026;256;0.91078211;0.504511993;
AAPL260618P00240000;10/03/2025 14:33;240;12.41;12.35;12.5;-0.14;-1.12%;20;1,774;24.35%;FALSE;put;18/06/2026;256;0.930160453;0.441115493;
AAPL260618P00245000;10/02/2025 14:02;245;14.4;13.95;14.15;0;0.00%;18;1,083;23.80%;FALSE;put;18/06/2026;256;0.949538795;0.375488547;
AAPL260618P00250000;10/03/2025 15:07;250;15.89;15.8;15.95;-0.08;-0.50%;47;1,981;23.22%;FALSE;put;18/06/2026;256;0.968917138;0.308555722;
AAPL260618P00255000;10/03/2025 15:46;255;17.85;17.7;17.9;-0.38;-2.08%;75;1,211;22.61%;FALSE;put;18/06/2026;256;0.988295481;0.239902555;
AAPL260618P00260000;10/03/2025 15:20;260;20;19.85;20.05;-0.25;-1.23%;21;1,175;22.01%;TRUE;put;18/06/2026;256;1.007673824;0.168987492;
AAPL260618P00265000;10/03/2025 15:07;265;22.21;22.2;22.45;-0.54;-2.37%;10;302;21.47%;TRUE;put;18/06/2026;256;1.027052166;0.095728157;
AAPL260618P00270000;10/03/2025 15:07;270;24.98;24.8;25.05;-0.15;-0.60%;43;188;20.91%;TRUE;put;18/06/2026;256;1.046430509;0.020097046;
AAPL260618P00275000;10/03/2025 15:07;275;27.56;27.4;27.85;-0.53;-1.89%;36;42;20.34%;TRUE;put;18/06/2026;256;1.065808852;-0.058281727;
AAPL260618P00280000;10/03/2025 15:07;280;30.8;30.6;30.9;-0.16;-0.52%;29;42;19.81%;TRUE;put;18/06/2026;256;1.085187195;-0.139166039;
AAPL260618P00285000;10/03/2025 14:56;285;33.82;33.85;34.15;-0.58;-1.69%;10;42;19.25%;TRUE;put;18/06/2026;256;1.104565538;-0.223550133;
AAPL260618P00290000;10/03/2025 14:37;290;37.41;37.3;38.35;-0.39;-1.03%;14;18;19.72%;TRUE;put;18/06/2026;256;1.12394388;-0.289350914;
AAPL260618P00300000;10/03/2025 11:47;300;44.74;44.5;45.45;-3.65;-7.54%;7;42;17.96%;TRUE;put;18/06/2026;256;1.162700566;-0.486623657;
AAPL260618P00310000;10/01/2025 15:12;310;54.54;52.95;53.8;0;0.00%;4;74;16.89%;TRUE;put;18/06/2026;256;1.201457251;-0.686510338;
AAPL260618P00320000;10/01/2025 15:13;320;63.61;61.85;63.05;0;0.00%;4;5;16.72%;TRUE;put;18/06/2026;256;1.240213937;-0.853508298;
AAPL260618P00330000;7/31/2025 1:20 PM;330;120.54;73.65;75.55;0;0.00%;0;0;24.95%;TRUE;put;18/06/2026;256;1.278970622;-0.634897498;
AAPL260618P00340000;07/03/2025 10:32;340;126;83.65;85.6;0;0.00%;20;0;27.06%;TRUE;put;18/06/2026;256;1.317727308;-0.665871038;
AAPL260618P00350000;11/29/2024 10:43 AM;350;113.76;0;0;0;0.00%;2;0;0.00%;TRUE;put;18/06/2026;256;1.356483993;-22597.47198;
AAPL260618P00360000;3/14/2025 10:46 AM;360;147.54;155.9;159.15;0;0.00%;0;0;98.59%;TRUE;put;18/06/2026;256;1.395240679;0.036419032;
AAPL260618P00370000;01/06/2025 10:17;370;124;140.7;144.35;0;0.00%;1;0;71.60%;TRUE;put;18/06/2026;256;1.433997365;-0.170314099;
AAPL260618P00380000;07/07/2025 12:38;380;168.89;123.6;125.6;0;0.00%;0;0;34.17%;TRUE;put;18/06/2026;256;1.47275405;-0.762501235;
AAPL260618P00390000;07/07/2025 12:42;390;179.79;133.6;135.6;0;0.00%;4;0;35.76%;TRUE;put;18/06/2026;256;1.511510736;-0.780298641;
AAPL260821C00115000;08/12/2025 15:12;115;118.75;143.45;145.75;0;0.00%;0;116;51.38%;TRUE;call;21/08/2026;320;0.445701884;1.763404335;
AAPL260821C00120000;9/29/2025 3:42 PM;120;138.75;141.2;143.15;0;0.00%;1;5;61.16%;TRUE;call;21/08/2026;320;0.465080226;1.490134426;
AAPL260821C00125000;9/29/2025 9:30 AM;125;135.12;136.7;138.55;0;0.00%;1;2;60.01%;TRUE;call;21/08/2026;320;0.484458569;1.445466368;
AAPL260821C00130000;9/22/2025 1:21 PM;130;129.25;131.8;133.7;0;0.00%;15;15;57.70%;TRUE;call;21/08/2026;320;0.503836912;1.420347484;
AAPL260821C00135000;10/03/2025 12:18;135;128.67;127.55;129.15;0.75;0.59%;5;6;56.96%;TRUE;call;21/08/2026;320;0.523215255;1.370647821;
AAPL260821C00140000;9/22/2025 11:32 AM;140;119.91;122.8;124.35;0;0.00%;0;8;55.01%;TRUE;call;21/08/2026;320;0.542593597;1.341042203;
AAPL260821C00145000;9/19/2025 9:49 AM;145;102.51;117.65;119.7;0;0.00%;9;39;52.74%;TRUE;call;21/08/2026;320;0.56197194;1.317427277;
AAPL260821C00150000;9/25/2025 9:53 AM;150;109.58;113.15;114.9;0;0.00%;1;37;51.20%;TRUE;call;21/08/2026;320;0.581350283;1.282223544;
AAPL260821C00155000;9/26/2025 3:22 PM;155;107.44;109;110.3;0;0.00%;1;35;50.33%;TRUE;call;21/08/2026;320;0.600728626;1.236183715;
AAPL260821C00160000;9/25/2025 3:17 PM;160;103.72;104.3;105.7;0;0.00%;9;127;50.34%;TRUE;call;21/08/2026;320;0.620106968;1.176968502;
AAPL260821C00165000;10/02/2025 10:03;165;98.62;99.85;101.15;0;0.00%;1;40;48.87%;TRUE;call;21/08/2026;320;0.639485311;1.141166141;
AAPL260821C00170000;9/24/2025 3:32 PM;170;89.87;95.45;96.2;0;0.00%;8;31;46.57%;TRUE;call;21/08/2026;320;0.658863654;1.118157524;
AAPL260821C00175000;9/24/2025 3:31 PM;175;85.51;90.95;91.7;0;0.00%;10;17;45.21%;TRUE;call;21/08/2026;320;0.678241997;1.08042719;
AAPL260821C00180000;10/01/2025 14:23;180;85.76;86.6;87.25;0;0.00%;2;25;43.91%;TRUE;call;21/08/2026;320;0.69762034;1.041514328;
AAPL260821C00185000;10/01/2025 14:28;185;81.46;82.2;82.85;0;0.00%;4;24;42.66%;TRUE;call;21/08/2026;320;0.716998682;1.0014844;
AAPL260821C00190000;10/01/2025 14:20;190;77.17;77.95;78.5;0;0.00%;2;34;41.46%;TRUE;call;21/08/2026;320;0.736377025;0.960251081;
AAPL260821C00195000;10/03/2025 14:54;195;74.44;73.75;74.2;0.81;1.10%;4;59;40.28%;TRUE;call;21/08/2026;320;0.755755368;0.918172633;
AAPL260821C00200000;10/03/2025 14:53;200;70.27;69.55;70.05;0.54;0.77%;19;131;39.29%;TRUE;call;21/08/2026;320;0.775133711;0.872744337;
AAPL260821C00210000;10/03/2025 11:24;210;62;61.5;61.9;0.13;0.21%;8;46;37.29%;TRUE;call;21/08/2026;320;0.813890396;0.780187641;
AAPL260821C00220000;10/03/2025 10:54;220;54.2;53.8;54.2;0.48;0.89%;4;150;35.59%;TRUE;call;21/08/2026;320;0.852647082;0.680779771;
AAPL260821C00230000;10/03/2025 14:24;230;46.98;46.5;46.9;0.2;0.43%;2;634;34.00%;TRUE;call;21/08/2026;320;0.891403767;0.576845422;
AAPL260821C00240000;10/03/2025 14:52;240;40.23;39.65;40.05;0.66;1.67%;70;437;32.53%;TRUE;call;21/08/2026;320;0.930160453;0.468074025;
AAPL260821C00250000;10/03/2025 14:52;250;33.94;33.4;33.75;0.39;1.16%;64;891;31.22%;TRUE;call;21/08/2026;320;0.968917138;0.35430798;
AAPL260821C00260000;10/03/2025 15:21;260;27.79;27.7;27.9;0.04;0.14%;87;1,025;29.89%;FALSE;call;21/08/2026;320;1.007673824;0.236054119;
AAPL260821C00270000;10/03/2025 14:55;270;23;22.6;22.8;0.25;1.10%;19;855;28.82%;FALSE;call;21/08/2026;320;1.046430509;0.113261411;
AAPL260821C00280000;10/03/2025 15:07;280;18.39;18.25;18.45;0.03;0.16%;252;991;27.99%;FALSE;call;21/08/2026;320;1.085187195;-0.01194823;
AAPL260821C00290000;10/03/2025 15:31;290;14.65;14.5;14.7;-0.15;-1.01%;51;550;27.23%;FALSE;call;21/08/2026;320;1.12394388;-0.139267906;
AAPL260821C00300000;10/03/2025 15:19;300;11.6;11.45;11.65;-0.12;-1.02%;70;400;26.68%;FALSE;call;21/08/2026;320;1.162700566;-0.265672548;
AAPL260821C00310000;10/03/2025 12:52;310;9.3;8.95;9.15;0.12;1.31%;7;10,188;26.23%;FALSE;call;21/08/2026;320;1.201457251;-0.391000907;
AAPL260821C00320000;10/03/2025 11:36;320;7.4;6.95;7.15;0.09;1.23%;3;149;25.89%;FALSE;call;21/08/2026;320;1.240213937;-0.513761736;
AAPL260821C00330000;10/01/2025 12:15;330;5.35;5.4;5.55;0;0.00%;1;120;25.61%;FALSE;call;21/08/2026;320;1.278970622;-0.634189757;
AAPL260821C00340000;10/03/2025 11:32;340;4.4;4.2;4.3;-0.1;-2.22%;3;525;25.42%;FALSE;call;21/08/2026;320;1.317727308;-0.750452423;
AAPL260821C00350000;10/03/2025 09:30;350;3.3;3.25;3.35;0;0.00%;2;66;25.33%;FALSE;call;21/08/2026;320;1.356483993;-0.861007719;
AAPL260821P00110000;9/22/2025 12:11 PM;110;0.38;0.41;0.49;0;0.00%;102;149;44.07%;FALSE;put;21/08/2026;320;0.426323541;2.085356012;
AAPL260821P00115000;9/18/2025 10:27 AM;115;0.58;0.48;0.56;0;0.00%;1;20;42.82%;FALSE;put;21/08/2026;320;0.445701884;2.038620561;
AAPL260821P00120000;9/29/2025 10:14 AM;120;0.59;0.55;0.64;0;0.00%;1;528;41.65%;FALSE;put;21/08/2026;320;0.465080226;1.990471717;
AAPL260821P00125000;10/01/2025 09:44;125;0.67;0.66;0.74;0;0.00%;10;23;40.63%;FALSE;put;21/08/2026;320;0.484458569;1.937889239;
AAPL260821P00130000;9/22/2025 11:13 AM;130;0.78;0.77;0.82;0;0.00%;1;23;39.33%;FALSE;put;21/08/2026;320;0.503836912;1.897723606;
AAPL260821P00135000;9/24/2025 12:48 PM;135;1.02;0.89;0.97;0;0.00%;3;30;38.55%;FALSE;put;21/08/2026;320;0.523215255;1.83798845;
AAPL260821P00140000;9/29/2025 3:50 PM;140;1.09;1.04;1.14;0;0.00%;1;7;37.77%;FALSE;put;21/08/2026;320;0.542593597;1.7793212;
AAPL260821P00145000;9/29/2025 3:20 PM;145;1.31;1.21;1.28;0;0.00%;2;16;36.69%;FALSE;put;21/08/2026;320;0.56197194;1.73314879;
AAPL260821P00150000;9/29/2025 3:34 PM;150;1.4;1.41;1.47;-0.11;-7.28%;1;40;35.83%;FALSE;put;21/08/2026;320;0.581350283;1.679011764;
AAPL260821P00155000;10/01/2025 13:17;155;1.68;1.63;1.7;0;0.00%;1;104;35.06%;FALSE;put;21/08/2026;320;0.600728626;1.621927909;
AAPL260821P00160000;10/03/2025 14:28;160;1.86;1.89;1.95;-0.05;-2.62%;4;424;34.27%;FALSE;put;21/08/2026;320;0.620106968;1.566014435;
AAPL260821P00165000;10/03/2025 14:28;165;2.2;2.16;2.24;-0.11;-4.76%;2;179;33.51%;FALSE;put;21/08/2026;320;0.639485311;1.509241808;
AAPL260821P00170000;9/29/2025 2:40 PM;170;2.67;2.5;2.57;0;0.00%;17;463;32.78%;FALSE;put;21/08/2026;320;0.658863654;1.451522362;
AAPL260821P00175000;10/03/2025 10:40;175;2.88;2.85;2.95;-0.07;-2.37%;1;183;32.10%;FALSE;put;21/08/2026;320;0.678241997;1.392077482;
AAPL260821P00180000;9/30/2025 11:40 AM;180;3.31;3.25;3.35;-0.16;-4.61%;1;490;31.35%;FALSE;put;21/08/2026;320;0.69762034;1.335014222;
AAPL260821P00185000;9/26/2025 10:01 AM;185;3.85;3.7;3.85;0;0.00%;10;117;30.74%;FALSE;put;21/08/2026;320;0.716998682;1.272994505;
